codigo|nombre|tipo|nivel|repeticiones|videoURL|autoload|poster|descripcion|musculos|calorias|tiempo
217|Salto barra con burpee-(Moderado)|Cardio|N2|10|https://www.youtube.com/watch?v=F4Osiwr4g1w|true|https://img.youtube.com/vi/F4Osiwr4g1w/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|NULL|540|368
218|Sentadilla al aire|Musculacion|N1|15|https://www.youtube.com/watch?v=C_VtOYc6j5c&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=2|true|https://img.youtube.com/vi/C_VtOYc6j5c/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
219|Sentadilla al aire-(Intenso)|Musculacion|RX+|50|https://www.youtube.com/watch?v=C_VtOYc6j5c&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=2|true|https://img.youtube.com/vi/C_VtOYc6j5c/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
220|Sentadilla con salto|Musculacion|N1|10|https://www.youtube.com/watch?v=rskNyaJnfvY|true|https://img.youtube.com/vi/rskNyaJnfvY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
221|Sentadilla con salto-(Intenso)|Musculacion|RX+|30|https://www.youtube.com/watch?v=rskNyaJnfvY|true|https://img.youtube.com/vi/rskNyaJnfvY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
222|Front Squat|Musculacion|N1|5|https://www.youtube.com/watch?v=m4ytaCJZpl0&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=3|false|https://img.youtube.com/vi/m4ytaCJZpl0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
223|Front Squat-(Intenso)|Musculacion|RX+|9|https://www.youtube.com/watch?v=m4ytaCJZpl0&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=3|false|https://img.youtube.com/vi/m4ytaCJZpl0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
226|Wall Ball|Musculacion|N1|5|https://www.youtube.com/watch?v=fpUD0mcFp_0&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=8|false|https://img.youtube.com/vi/fpUD0mcFp_0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
227|Wall Ball-(Intenso)|Musculacion|RX+|15|https://www.youtube.com/watch?v=fpUD0mcFp_0&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=8|false|https://img.youtube.com/vi/fpUD0mcFp_0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
230|Clean Balón Medicinal|Musculacion|N1|4|https://www.youtube.com/watch?v=-nk0GqeSTJs&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=12|false|https://img.youtube.com/vi/-nk0GqeSTJs/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar,Cuadriceps|0|0
231|Clean Balón Medicinal-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=-nk0GqeSTJs&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=12|false|https://img.youtube.com/vi/-nk0GqeSTJs/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Lumbar,Cuadriceps|0|0
232|Pistol con goma-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=5sTn1HTkZ8E|false|https://img.youtube.com/vi/5sTn1HTkZ8E/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
233|Pistol con cajón|Musculacion|N1|3|https://www.youtube.com/watch?v=aoCqj2Wc5O8|true|https://img.youtube.com/vi/aoCqj2Wc5O8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
234|Clean-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=EKRiW9Yt3Ps&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=24|false|https://img.youtube.com/vi/EKRiW9Yt3Ps/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
235|Snatch con mancuerna-(Moderado)|Musculacion|N2|4|https://www.youtube.com/watch?v=R0mhHuVrLHA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=32|false|https://img.youtube.com/vi/R0mhHuVrLHA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
236|Snatch con mancuerna-(Máximo)|Musculacion|RX|16|https://www.youtube.com/watch?v=R0mhHuVrLHA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=32|false|https://img.youtube.com/vi/R0mhHuVrLHA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
239|Sentadilla trasera-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=lYf8lz3sVLA|false|https://img.youtube.com/vi/lYf8lz3sVLA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
240|Sentadilla trasera-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=lYf8lz3sVLA|false|https://img.youtube.com/vi/lYf8lz3sVLA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
243|Bajada al cajón-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=t5tmJ94IFtc|true|https://img.youtube.com/vi/t5tmJ94IFtc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
244|Wall Sit seg|Musculacion|N1|30|https://www.youtube.com/watch?v=FMCLlSSgbt8|true|https://img.youtube.com/vi/FMCLlSSgbt8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
245|Wall Sit seg-(Intenso)|Musculacion|RX+|90|https://www.youtube.com/watch?v=FMCLlSSgbt8|true|https://img.youtube.com/vi/FMCLlSSgbt8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
246|Wall Sit One Leg seg-(Intenso)|Musculacion|RX+|40|https://www.youtube.com/watch?v=Xe5INIuphX4|true|https://img.youtube.com/vi/Xe5INIuphX4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
247|Sentadilla partida lastrada cada pierna-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=MEG6blZtUpc|false|https://img.youtube.com/vi/MEG6blZtUpc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
248|Sentadilla Partida búlgara cada pierna-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=KIFlBgE7-oc|true|https://img.youtube.com/vi/KIFlBgE7-oc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
249|Sentadilla Partida búlgara lastrada cada pierna-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=r3jzvjt-0l8|false|https://img.youtube.com/vi/r3jzvjt-0l8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
250|Sentadilla Partida búlgara lastrada cada pierna-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=r3jzvjt-0l8|false|https://img.youtube.com/vi/r3jzvjt-0l8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
251|Zancada con salto-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=ejSYwQmPb_8|true|https://img.youtube.com/vi/ejSYwQmPb_8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
252|Sentadilla Goblet-(Moderado)|Musculacion|N2|7|https://www.youtube.com/watch?v=1FucOlSntPo|false|https://img.youtube.com/vi/1FucOlSntPo/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
253|Subida al cajón con mancuerna-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=BcEIANRim1w|false|https://img.youtube.com/vi/BcEIANRim1w/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
254|Subida al cajón-(Moderado)|Musculacion|N2|14|https://www.youtube.com/watch?v=5qjqDHOUh-A|true|https://img.youtube.com/vi/5qjqDHOUh-A/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
258|Salto sobre cajón con burpee-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=TMsvKvT-o_4|false|https://img.youtube.com/vi/TMsvKvT-o_4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
260|Salto de longitud-(Moderado)|Musculacion|N2|7|https://www.youtube.com/watch?v=MwiI72uFzNI|true|https://img.youtube.com/vi/MwiI72uFzNI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Cuadriceps|0|0
261|KB Squat Clean-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=yK-s3HEe3A0|false|https://img.youtube.com/vi/yK-s3HEe3A0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring,Lumbar,Cuadriceps|0|0
262|KB Squat Clean-(Máximo)|Musculacion|RX|12|https://www.youtube.com/watch?v=yK-s3HEe3A0|false|https://img.youtube.com/vi/yK-s3HEe3A0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring,Lumbar,Cuadriceps|0|0
263|DB Squat Clean|Musculacion|N1|6|https://www.youtube.com/watch?v=JwaGTOxUSeg|false|https://img.youtube.com/vi/JwaGTOxUSeg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip),Lumbar,Cuadriceps|0|0
264|DB Squat Clean-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=JwaGTOxUSeg|false|https://img.youtube.com/vi/JwaGTOxUSeg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Agarre (Grip),Lumbar,Cuadriceps|0|0
265|Peso Muerto|Musculacion|N1|3|https://www.youtube.com/watch?v=op9kVnSso6Q&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=10|false|https://img.youtube.com/vi/op9kVnSso6Q/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
266|Peso Muerto-(Intenso)|Musculacion|RX+|9|https://www.youtube.com/watch?v=op9kVnSso6Q&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=10|false|https://img.youtube.com/vi/op9kVnSso6Q/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
267|S.Deadlift H.Pull-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=o6QniJ9FaGA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=11|false|https://img.youtube.com/vi/o6QniJ9FaGA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
268|S.Deadlift H.Pull-(Máximo)|Musculacion|RX|12|https://www.youtube.com/watch?v=o6QniJ9FaGA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=11|false|https://img.youtube.com/vi/o6QniJ9FaGA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
269|KB Swing|Musculacion|N1|5|https://www.youtube.com/watch?v=RU88iqRVunk|false|https://img.youtube.com/vi/RU88iqRVunk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
270|KB Swing-(Intenso)|Musculacion|RX+|15|https://www.youtube.com/watch?v=RU88iqRVunk|false|https://img.youtube.com/vi/RU88iqRVunk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
271|KB Swing Americano-(Intenso)|Musculacion|RX+|15|https://www.youtube.com/watch?v=vdezTMulJ-k&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=23|false|https://img.youtube.com/vi/vdezTMulJ-k/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
277|Muscle Snatch-(Moderado)|Musculacion|N2|3|https://www.youtube.com/watch?v=LRcTB2-Xyg8&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=46|false|https://img.youtube.com/vi/LRcTB2-Xyg8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring,Lumbar|0|0
278|Muscle Snatch-(Máximo)|Musculacion|RX|9|https://www.youtube.com/watch?v=LRcTB2-Xyg8&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=46|false|https://img.youtube.com/vi/LRcTB2-Xyg8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring,Lumbar|0|0
281|Empuje de cadera|Musculacion|N1|3|https://www.youtube.com/watch?v=_jAPWAZiKj0|false|https://img.youtube.com/vi/_jAPWAZiKj0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring,Gluteos|0|0
282|Empuje de cadera-(Intenso)|Musculacion|RX+|9|https://www.youtube.com/watch?v=_jAPWAZiKj0|false|https://img.youtube.com/vi/_jAPWAZiKj0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring,Gluteos|0|0
283|Puente Cadera una pierna-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=qglZbRtqRwk|true|https://img.youtube.com/vi/qglZbRtqRwk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring,Gluteos|0|0
284|Saltos al cajon altura baja|Musculacion|N1|12|https://www.youtube.com/watch?v=52r_Ul5k03g&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=49|false|https://img.youtube.com/vi/52r_Ul5k03g/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
285|Saltos al cajon altura alta-(Intenso)|Musculacion|RX+|24|https://www.youtube.com/watch?v=52r_Ul5k03g&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=49|false|https://img.youtube.com/vi/52r_Ul5k03g/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
286|Salto barra lateral con burpee|Musculacion|N1|8|https://www.youtube.com/watch?v=Ot4WqENrTFc|true|https://img.youtube.com/vi/Ot4WqENrTFc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
287|Salto barra lateral con burpee-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=Ot4WqENrTFc|true|https://img.youtube.com/vi/Ot4WqENrTFc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
288|Salto sobre cajón|Musculacion|N1|8|https://www.youtube.com/watch?v=-Tz4BF2ne2A|false|https://img.youtube.com/vi/-Tz4BF2ne2A/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
289|Salto sobre cajón-(Intenso)|Musculacion|RX+|16|https://www.youtube.com/watch?v=-Tz4BF2ne2A|false|https://img.youtube.com/vi/-Tz4BF2ne2A/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
290|Salto sobre cajón con burpee|Musculacion|N1|8|https://www.youtube.com/watch?v=TMsvKvT-o_4|false|https://img.youtube.com/vi/TMsvKvT-o_4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
291|Salto sobre cajón con burpee-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=TMsvKvT-o_4|false|https://img.youtube.com/vi/TMsvKvT-o_4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
292|Salto barra con burpee|Musculacion|N1|8|https://www.youtube.com/watch?v=F4Osiwr4g1w|true|https://img.youtube.com/vi/F4Osiwr4g1w/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
293|Salto barra con burpee-(Intenso)|Musculacion|RX+|12|https://www.youtube.com/watch?v=F4Osiwr4g1w|true|https://img.youtube.com/vi/F4Osiwr4g1w/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
294|KB Clean|Musculacion|N1|6|https://www.youtube.com/watch?v=ZuTKcP6vtfI|false|https://img.youtube.com/vi/ZuTKcP6vtfI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring,Lumbar|0|0
295|KB Clean-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=ZuTKcP6vtfI|false|https://img.youtube.com/vi/ZuTKcP6vtfI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring,Lumbar|0|0
298|KB Clean and Push Jerk|Musculacion|N1|6|https://www.youtube.com/watch?v=Ax9m0QF4Duk|false|https://img.youtube.com/vi/Ax9m0QF4Duk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
299|KB Clean and Push Jerk-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=Ax9m0QF4Duk|false|https://img.youtube.com/vi/Ax9m0QF4Duk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
300|DB Squat Clean-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=JwaGTOxUSeg|false|https://img.youtube.com/vi/JwaGTOxUSeg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
301|DB Squat Clean-(Máximo)|Musculacion|RX|12|https://www.youtube.com/watch?v=JwaGTOxUSeg|false|https://img.youtube.com/vi/JwaGTOxUSeg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
302|DB Hang Clean|Musculacion|N1|6|https://www.youtube.com/watch?v=qppB3f1V5yc|false|https://img.youtube.com/vi/qppB3f1V5yc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
303|DB Hang Clean-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=qppB3f1V5yc|false|https://img.youtube.com/vi/qppB3f1V5yc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
304|Single KB Snatch-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=OFV-GRUY2RY|false|https://img.youtube.com/vi/OFV-GRUY2RY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
305|Single KB Snatch-(Máximo)|Musculacion|RX|12|https://www.youtube.com/watch?v=OFV-GRUY2RY|false|https://img.youtube.com/vi/OFV-GRUY2RY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
306|Salto de longitud|Musculacion|N1|5|https://www.youtube.com/watch?v=MwiI72uFzNI|true|https://img.youtube.com/vi/MwiI72uFzNI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hamstring|0|0
